timestamp,temperature,battery,voltage,fuel,temp_status,battery_status,voltage_status,fuel_status
2026-06-12T16:11:35Z,17.51,81.5,28.54,95.92,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:11:45Z,18.28,81.25,28.48,95.8,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:11:55Z,19.1,81.0,28.31,95.68,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:12:05Z,19.94,80.75,28.53,95.56,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:12:15Z,20.78,80.5,28.48,95.44,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:12:25Z,21.61,80.25,28.3,95.32,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:12:35Z,22.38,80.0,28.34,95.2,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:12:45Z,23.09,79.75,28.43,95.08,NOMINAL,WARNING_LOW,NOMINAL,NOMINAL
2026-06-12T16:12:55Z,23.71,89.5,32.58,94.96,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:13:05Z,24.22,89.25,32.41,94.84,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:13:15Z,24.61,89.0,32.34,94.72,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:13:25Z,24.87,88.75,32.3,94.6,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:13:35Z,24.99,88.5,32.46,94.48,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:13:45Z,24.97,88.25,32.42,94.36,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:13:55Z,24.8,88.0,32.31,94.24,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:14:05Z,24.5,87.75,32.37,94.12,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:14:15Z,24.07,87.5,32.55,94.0,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:14:25Z,23.52,87.25,32.37,93.88,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:14:35Z,22.87,87.0,32.49,93.76,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:14:45Z,22.14,86.75,32.36,93.64,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:14:55Z,21.34,86.5,32.49,93.52,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:15:05Z,20.51,86.25,32.26,93.4,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:15:15Z,19.67,86.0,32.38,93.28,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:15:25Z,18.83,85.75,32.43,93.16,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:15:35Z,18.03,85.5,32.49,93.04,NOMINAL,NOMINAL,NOMINAL,NOMINAL
2026-06-12T16:15:45Z,17.28,85.25,32.27,92.92,NOMINAL,NOMINAL,NOMINAL,NOMINAL
